9d9062670a0400e211b41e95afa24b2b,PARENT00010,Corrected Shipments (Units),308,27
9d9062670a0400e211b41e95afa24b2b,PARENT00010,Corrected Shipments (Units),304,25
9d9062670a0400e211b41e95afa24b2b,PARENT00010,Corrected Shipments (Units),298,31
9d9062670a0400e211b41e95afa24b2b,PARENT00005,Adjusted Unconstrained Demand Plan (Rev),386,2.676306
9d9062670a0400e211b41e95afa24b2b,PARENT00005,Adjusted Unconstrained Demand Plan (Rev),385,2.676306
9d9062670a0400e211b41e95afa24b2b,PARENT00005,Adjusted Unconstrained Demand Plan (Rev),384,2.676406
9d9062670a0400e211b41e95afa24b2b,PARENT00005,Adjusted Unconstrained Demand Plan (Rev),383,2.669906
9d9062670a0400e211b41e95afa24b2b,PARENT00005,Adjusted Unconstrained Demand Plan (Rev),382,2.217606
9d9062670a0400e211b41e95afa24b2b,PARENT00005,Adjusted Unconstrained Demand Plan (Rev),381,2.668806
9d9062670a0400e211b41e95afa24b2b,PARENT00005,Adjusted Unconstrained Demand Plan (Rev),380,2.636406
9d9062670a0400e211b41e95afa24b2b,PARENT00005,Adjusted Unconstrained Demand Plan (Rev),379,2.636106
9d9062670a0400e211b41e95afa24b2b,PARENT00005,Adjusted Unconstrained Demand Plan (Rev),378,2.635306
9d9062670a0400e211b41e95afa24b2b,PARENT00005,Adjusted Unconstrained Demand Plan (Rev),377,2.4306
9d9062670a0400e211b41e95afa24b2b,PARENT00005,Adjusted Unconstrained Demand Plan (Rev),376,2.424306
9d9062670a0400e211b41e95afa24b2b,PARENT00005,Adjusted Unconstrained Demand Plan (Rev),375,2.435306
9d9062670a0400e211b41e95afa24b2b,PARENT00005,Adjusted Unconstrained Demand Plan (Rev),374,2.432306
9d9062670a0400e211b41e95afa24b2b,PARENT00005,Adjusted Unconstrained Demand Plan (Rev),373,2.426706
9d9062670a0400e211b41e95afa24b2b,PARENT00005,Adjusted Unconstrained Demand Plan (Rev),372,2.438606
9d9062670a0400e211b41e95afa24b2b,PARENT00005,Adjusted Unconstrained Demand Plan (Rev),371,2.132606
9d9062670a0400e211b41e95afa24b2b,PARENT00005,Adjusted Unconstrained Demand Plan (Rev),370,2.138706
9d9062670a0400e211b41e95afa24b2b,PARENT00005,Adjusted Unconstrained Demand Plan (Rev),369,2.140306
